Subject;IndAlpha_ReportedBefore;IndBeta_ReportedBefore;IndMu_ReportedBefore;SocAlpha_ReprotedBefore;SocBeta_ReportedBefore;SocMu_ReportedBefore;IndLL_ReportedBefore;SocLL_ReportedBefore;Agegroup;Sex;Age;OrderConditions;ResistanceToPeerInfluence;NeedForArousal;ARQ_Thrillseeking_Perception;ARQ_Rebellious_Perception;ARQ_Reckless_Perception;ARQ_Antisocial_Perception;ARQ_Thrillseeking_Behavior;ARQ_Rebellious_Behavior;ARQ_Reckless_Behavior;ARQ_Antisocial_Behavior;BISBAS_Drive;BISBAS_Funseeking;BISBAS_Reward;BISBAS_Bis;BIS11_Scale1;BIS11_Scale2;BIS11_Scale3;BIS11_Scale4;IRI_PerspectiveTaking;IQ_Plus;OthersFaceName;TryBestHowMuch;HowNiceTask;HowHardTask;HowMuchAttentiontoAmount;HowMuchAttentiontoAmbiguity;HowMuchAttentiontoRisk;HowMuchAttentiontoOther;GuessWhatsUnderAmbiguity1;GuessWhatsUnderAmbiguity2;GuessWhatsUnderAmbiguity3;Peer_Believe;Peer_Wise;Peer_Nice;Peer_Old;Peer_Smart;EducationallevelAdolescents;EducationallevelAdults;Occupation_mother;Occupation_father;School;VAR00001;Like_Sociometrics;Dislike_Sociometrics;Impact_Sociometrics;Pref_Sociometrics;ProbLike_Sociometrics;ProbDisl_Sociometrics;ProbImp_Sociometrics;ProbPref_Sociometrics;ZLike_Sociometrics;ZDislike_Sociometrics;ZImpact_Sociometrics;ZPref_Sociometrics;ZStatus_Sociometrics;PStat1_Sociometrics;GRDStat1_Sociometrics;NSymLike_Sociometrics;NSymDisl_Sociometrics
360;0.56;-0.29;0.41;0.71;-0.36;0.53;66.68;59.83;3;1;18.29;1;2.90;60.50;2;1;3;1;1;2;2;2;13.00;12.00;18.00;17.00;23;19;31;73;22;82.00;Marvin.jpg;8.00;4.00;2.00;2.00;9.00;3.00;1.00;1.00;1.00;2.00;7.00;7.00;6.00;3.00;6.00;4;#NULL!;Politie;Politie;4.00;#NULL!;8;0;8;8;0.98840;0.07230;0.77960;0.99700;1.818;-0.783;0.461;1.347;1;1;1;5;0
361;0.11;0.97;0.10;0.10;0.98;0.11;11.67;15.44;3;0;19.92;2;3.00;62.50;1;2;3;0;1;3;1;3;12.00;12.00;17.00;20.00;21;18;29;68;19;76.00;Feline.jpg;4.00;0.00;6.00;3.00;3.00;4.00;1.00;1.00;3.00;2.00;1.00;1.00;1.00;2.00;1.00;4;#NULL!;administratief medewerker;schuldhulp verlener;4.00;#NULL!;3;5;8;-2;0.32950;0.93680;0.78780;0.09990;-0.396;0.648;0.461;-0.622;2;2;2;3;3
364;0.21;0.47;0.16;0.11;-0.40;0.12;33.63;41.99;3;0;19.33;1;2.80;55.13;2;2;3;2;0;3;1;1;11.00;12.00;16.00;21.00;22;18;32;72;12;91.00;Lynn.jpg;4.00;4.00;4.00;5.00;4.00;5.00;6.00;2.00;2.00;2.00;1.00;0.00;0.00;1.00;0.00;4;#NULL!;distributeur;vrachtwagenchauffeur;4.00;#NULL!;5;0;5;5;0.75490;0.07230;0.22310;0.93590;0.489;-0.783;-0.550;0.756;2;2;2;4;0
365;0.11;1.00;0.11;0.10;0.97;0.10;16.62;6.76;3;0;19.30;2;3.60;45.13;1;2;4;2;0;2;0;1;10.00;12.00;16.00;21.00;23;24;34;81;21;85.00;Lynn.jpg;7.00;4.00;2.00;5.00;1.00;8.00;0.00;1.00;1.00;2.00;2.00;0.00;5.00;2.00;3.00;4;#NULL!;Verpleegkundige;Manager;4.00;#NULL!;2;6;8;-4;0.14540;0.97840;0.77100;0.02130;-0.839;0.934;0.461;-1.015;5;5;5;2;1
366;0.37;0.44;0.12;0.38;1.00;0.13;23.20;19.14;3;1;20.48;1;2.60;65.13;2;2;3;2;1;3;1;2;11.00;14.00;17.00;23.00;23;18;29;70;22;94.00;Marvin.jpg;9.00;7.00;5.00;4.00;7.00;6.00;7.00;1.00;1.00;1.00;4.00;3.00;5.00;3.00;5.00;4;#NULL!;Tekstschrijfster;Kunstenaar/Grafisch ontwerper;4.00;#NULL!;3;2;5;1;0.27840;0.30030;0.16070;0.46630;-0.396;-0.211;-0.550;-0.031;2;2;2;0;0
367;0.50;0.27;0.47;0.55;-0.09;0.66;87.31;99.91;3;1;20.14;2;3.50;65.38;1;2;3;2;2;1;0;2;9.00;12.00;14.00;14.00;25;20;30;75;21;115.00;Rutger.jpg;6.00;6.00;0.00;1.00;0.00;4.00;0.00;2.00;2.00;2.00;5.00;5.00;5.00;3.00;5.00;4;#NULL!;;Aannemer;4.00;#NULL!;1;2;3;-1;0.04170;0.32300;0.02910;0.21080;-1.282;-0.211;-1.224;-0.425;3;3;3;1;1
368;0.62;0.65;0.51;0.74;0.71;0.65;67.33;66.09;3;0;18.45;1;3.00;48.25;2;2;4;3;1;2;0;2;12.00;11.00;16.00;18.00;23;17;30;70;21;94.00;Iris.jpg;8.00;3.00;6.00;7.00;6.00;9.00;3.00;3.00;1.00;2.00;4.00;3.00;2.00;3.00;4.00;4;#NULL!;slager;slager;4.00;#NULL!;5;0;5;5;0.75490;0.07780;0.23200;0.93400;0.489;-0.783;-0.550;0.756;2;2;2;3;0
302;0.80;0.22;0.65;0.83;0.11;0.67;57.27;54.49;4;1;22.24;1;3.10;58.00;2;1;3;1;2;4;1;2;13.00;11.00;19.00;18.00;19;19;23;61;23;#NULL!;47M_24.bmp;6.00;6.00;0.00;8.00;6.00;3.00;0.00;2.00;2.00;2.00;4.00;5.00;5.00;2.00;6.00;4;#NULL!;;;3.00;#NULL!;2;3;5;-1;0.11480;0.76530;0.28060;0.09850;-0.959;0.418;-0.559;-0.872;2;2;2;1;0
303;0.56;0.06;0.37;0.60;-0.13;0.34;60.49;49.02;4;1;22.70;2;3.80;69.00;2;2;3;2;3;2;2;2;15.00;13.00;17.00;14.00;24;15;24;63;21;#NULL!;45M_24.bmp;9.00;5.00;1.00;2.00;4.00;2.00;1.00;2.00;1.00;3.00;5.00;5.00;7.00;3.00;6.00;5;#NULL!;accountant;directeur,   bouw en verf advies centrum.;3.00;#NULL!;3;1;4;2;0.26970;0.23030;0.13500;0.48160;-0.533;-0.585;-0.953;-0.024;2;2;2;3;0
320;0.56;-0.16;0.35;0.55;-0.26;0.25;56.71;39.10;4;0;21.03;1;4.00;50.63;2;2;2;2;1;1;0;1;9.00;10.00;13.00;15.00;23;17;31;71;21;#NULL!;52V_20.bmp;2.00;2.00;0.00;5.00;5.00;5.00;0.00;2.00;2.00;1.00;5.00;5.00;5.00;1.00;5.00;4;#NULL!;;;3.00;#NULL!;3;2;5;1;0.26240;0.45740;0.24130;0.34790;-0.533;-0.084;-0.559;-0.306;2;2;2;3;0
325;0.57;0.64;0.17;0.56;0.67;0.35;23.71;51.00;4;1;24.00;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;9;18;72;99;#NULL!;#NULL!;ut.jpg;8.00;8.00;0.00;6.00;8.00;3.00;4.00;1.00;2.00;3.00;4.00;4.00;7.00;1.00;4.00;#NULL!;#NULL!;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!
335;0.73;0.36;0.60;0.76;0.33;0.56;63.67;55.33;4;0;21.00;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;9;18;72;99;#NULL!;#NULL!;Hester.jpg;8.00;1.00;2.00;8.00;7.00;8.00;2.00;2.00;2.00;2.00;0.00;1.00;5.00;3.00;2.00;#NULL!;#NULL!;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!
336;0.38;0.98;0.17;0.36;1.00;0.16;26.57;25.21;4;0;22.00;1;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;9;18;72;99;#NULL!;#NULL!;Fio.jpg;6.00;6.00;5.00;2.00;7.00;2.00;3.00;1.00;2.00;1.00;3.00;3.00;6.00;2.00;3.00;#NULL!;#NULL!;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!
337;0.57;0.00;0.23;0.48;-0.38;0.18;36.32;34.76;4;0;22.00;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;9;18;72;99;#NULL!;#NULL!;62V_24.bmp;7.00;7.00;0.00;2.00;4.00;9.00;0.00;2.00;1.00;2.00;0.00;2.00;5.00;3.00;3.00;#NULL!;#NULL!;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!
339;0.77;0.33;0.35;0.65;0.24;0.27;32.11;36.08;4;0;21.00;2;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;9;18;72;99;#NULL!;#NULL!;73V_23.bmp;7.00;5.00;1.00;8.00;8.00;8.00;4.00;2.00;2.00;2.00;1.00;2.00;2.00;3.00;2.00;#NULL!;#NULL!;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!
350;0.93;0.27;0.10;0.98;0.33;0.10;1.69;7.09;4;1;23.00;1;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;9;18;72;99;#NULL!;#NULL!;42M_22.bmp;7.00;3.00;1.00;6.00;4.00;9.00;0.00;2.00;2.00;2.00;1.00;1.00;7.00;3.00;2.00;#NULL!;#NULL!;;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!
354;0.70;0.46;0.39;0.68;0.43;0.36;42.44;42.43;4;1;22.42;1;3.70;77.13;2;2;2;1;2;2;2;1;13.00;13.00;17.00;9.00;29;17;36;82;16;#NULL!;59M_25.bmp;5.00;3.00;0.00;7.00;8.00;7.00;0.00;1.00;2.00;1.00;1.00;2.00;5.00;3.00;2.00;4;#NULL!;personal trainer;projectmanager;4.00;#NULL!;1;5;6;-4;0.03170;0.90570;0.31320;0.02260;-1.282;0.648;-0.213;-1.015;5;2;5;0;0
401;0.49;0.66;0.45;0.66;0.97;0.57;76.88;62.42;4;0;23.01;2;3.30;49.38;2;2;3;2;1;2;0;2;11.00;10.00;15.00;21.00;22;20;28;70;23;#NULL!;48V_21.bmp;6.00;6.00;3.00;3.00;5.00;5.00;3.00;1.00;2.00;2.00;4.00;5.00;6.00;1.00;5.00;#NULL!;7;schoonmaakster;administratief medewerker;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!
404;0.67;0.79;0.53;0.90;0.95;0.53;59.78;35.71;4;1;23.32;1;1.80;46.13;2;2;4;2;1;3;1;2;11.00;11.00;14.00;17.00;21;16;24;61;22;#NULL!;40M_23.bmp;8.00;2.00;3.00;7.00;7.00;4.00;1.00;1.00;1.00;1.00;3.00;3.00;6.00;2.00;4.00;#NULL!;3;Bejaardeverzorger;;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!
405;0.94;0.39;1.00;1.18;0.57;1.05;64.12;36.87;4;0;23.30;2;2.60;53.25;3;4;4;3;2;1;1;3;7.00;12.00;17.00;22.00;23;17;24;64;25;#NULL!;35V_22.bmp;6.00;4.00;2.00;8.00;0.00;3.00;3.00;2.00;1.00;2.00;4.00;5.00;5.00;2.00;5.00;#NULL!;2;huisvrouw;vrachtwagenchauffeur;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!;#NULL!
